room,id,rssi,time
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-97.0,742084400.057102
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084400.071552
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084400.191927
Hallway,565193C7-02E6-CD1B-F282-A7282F4DB9D3,-98.0,742084400.219945
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084400.22768
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742084400.325442
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-96.0,742084400.584397
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084400.609747
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-95.0,742084401.100265
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084401.124253
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084401.225407
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084401.236567
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-93.0,742084401.377219
Hallway,E647EC9F-551E-391C-125D-F7607A7F6004,-97.0,742084401.608152
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084401.768442
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084401.775771
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-91.0,742084401.993562
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084402.150457
Hallway,25EBD224-0D1A-37B9-59E0-25A6D1C5A3C9,-95.0,742084402.396725
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-99.0,742084402.575601
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-56.0,742084402.600324
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084402.96945
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-95.0,742084403.00025
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084403.109138
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742084403.351537
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-88.0,742084403.360744
Hallway,0141A411-901A-1DF5-3AC0-F07A182F8B62,-90.0,742084403.980122
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-97.0,742084404.116242
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-92.0,742084404.163545
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084404.70212
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084405.073756
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742084405.201594
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-98.0,742084405.285808
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084405.351231
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084405.35948
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-97.0,742084405.607809
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-93.0,742084405.619933
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084405.867436
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084405.876063
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084406.141738
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-93.0,742084406.785058
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084406.801486
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084407.321009
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-51.0,742084407.545541
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084407.990232
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084408.112264
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084408.136745
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084408.307337
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084408.545719
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084408.556059
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742084408.556218
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084408.800775
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-87.0,742084408.907625
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-72.0,742084408.937157
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742084409.191553
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742084409.204545
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084409.3249
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084409.336036
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-93.0,742084409.759703
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-94.0,742084409.769374
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084409.852148
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084409.860411
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-97.0,742084409.959241
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084409.986597
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742084410.123354
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084410.367836
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084410.376951
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742084410.789152
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084410.796771
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-101.0,742084410.952886
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742084411.45276
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084411.587134
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084411.613323
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084411.710191
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-98.0,742084411.840161
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084412.03018
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084412.123257
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742084412.13132
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742084412.138458
Hallway,FCC3405F-78B7-CD15-F540-A13FF8B88145,-99.0,742084412.542022
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084412.632243
Hallway,E05EC2EE-3D39-2311-C5C0-80559B1F484F,-97.0,742084412.658876
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084412.758572
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-72.0,742084412.785784
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-48.0,742084412.914482
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084413.044859
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742084413.170381
Hallway,7763B7FA-D556-B6E7-F822-D9A54771E3F9,-99.0,742084413.683846
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084413.693313
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-93.0,742084413.701732
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084413.808894
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084413.909245
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084413.946687
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-95.0,742084414.081434
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-98.0,742084414.540199
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084414.602531
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-95.0,742084414.807152
Hallway,90662E08-A022-5AF1-06DE-12926F210458,-78.0,742084414.904297
Hallway,439088BA-AB72-D747-C574-BAAE3D8EEA42,-75.0,742084414.978742
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-92.0,742084415.147048
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084415.265011
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084415.381888
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084415.513529
Hallway,8A3E6530-8250-63BD-0AE9-769493F3EC3D,-73.0,742084415.594008
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-99.0,742084415.65222
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084415.660268
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084415.670521
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742084416.065917
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084416.204207
Hallway,439088BA-AB72-D747-C574-BAAE3D8EEA42,-93.0,742084416.402636
Hallway,8A3E6530-8250-63BD-0AE9-769493F3EC3D,-75.0,742084416.422864
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084416.447959
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084416.573515
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-97.0,742084416.651903
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-93.0,742084416.792719
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084416.811673
Hallway,1B053674-0430-EFFA-2646-1A61DEC9F880,-98.0,742084416.855939
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-88.0,742084417.088565
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084417.115543
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084417.364868
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084417.481408
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742084417.867996
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742084417.875631
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084418.12131
Hallway,3770FDE1-7D7D-B738-8C98-F36120C26D0B,-41.0,742084418.322913
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084418.76328
Hallway,B0EEB4AE-93A4-A7B1-B498-C21918CEBC9A,-99.0,742084418.929971
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742084419.021651
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084419.03015
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-93.0,742084419.205693
Hallway,3770FDE1-7D7D-B738-8C98-F36120C26D0B,-43.0,742084419.727795
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742084419.818865
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742084420.34118
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084420.373721
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084420.608037
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-82.0,742084421.154021
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084421.515091
Hallway,439088BA-AB72-D747-C574-BAAE3D8EEA42,-75.0,742084421.765141
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742084421.778998
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-96.0,742084422.045623
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742084422.287997
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-89.0,742084422.344969
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084422.553666
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-91.0,742084422.837015
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-98.0,742084423.341662
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-98.0,742084423.613939
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-95.0,742084423.733982
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-95.0,742084424.759381
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-89.0,742084424.774582
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-88.0,742084425.449363
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742084425.591551
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084425.725809
Hallway,90662E08-A022-5AF1-06DE-12926F210458,-68.0,742084425.99349
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742084426.219351
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084426.690871
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-95.0,742084426.949904
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084427.213336
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084427.453662
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084427.46136
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084427.741403
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742084427.948716
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084427.999982
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084429.082807
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-90.0,742084429.107945
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-91.0,742084429.408883
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742084429.423373
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-98.0,742084429.570785
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-93.0,742084430.004816
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084430.105637
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-90.0,742084430.158501
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084430.26241
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-96.0,742084430.341014
Hallway,F9616FF1-BDF2-C0D3-A6B4-A6B47AD77DE0,-97.0,742084430.474436
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084430.508485
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084430.518264
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-85.0,742084431.039948
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084431.049167
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-87.0,742084431.049342
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084431.05958
Hallway,ADC47617-D96F-69BB-13C2-B64D51C89071,-100.0,742084431.155773
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-88.0,742084431.194024
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-87.0,742084431.208307
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-88.0,742084431.305448
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084431.437688
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084431.964587
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084431.978686
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084432.364169
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084432.531847
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-94.0,742084432.544302
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-67.0,742084432.602155
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084432.78116
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742084433.026517
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-88.0,742084433.047659
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084433.556725
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742084433.941378
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084434.154692
Hallway,45062DD4-3A02-BB50-EB44-51ADD85B4269,-99.0,742084434.311251
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084434.336503
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742084434.34876
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084434.581095
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084434.724137
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084434.842693
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084434.875743
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084434.989038
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-96.0,742084435.090289
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742084435.123917
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084435.370048
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-72.0,742084435.38098
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-72.0,742084435.660087
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084435.668369
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084435.791344
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-72.0,742084435.799382
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742084435.875502
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084436.057843
Hallway,9585A0D0-1BDE-07A5-E45A-B6CB4272B422,-100.0,742084436.096979
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084436.19526
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084436.232377
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084436.322687
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742084436.331866
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-79.0,742084436.445177
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084436.701848
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-53.0,742084436.801338
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-94.0,742084437.093436
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084437.254068
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084437.3541
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-97.0,742084437.571921
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742084437.746659
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742084437.881987
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084437.903368
Hallway,21882656-D8E8-798C-147D-A84E9F5B8726,-97.0,742084437.95366
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084438.187005
Hallway,5D75486C-CD38-9F6D-11D4-FE4060A3DA84,-99.0,742084438.311467
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742084438.410949
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084438.885608
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742084438.952032
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742084440.450049
Hallway,44EA550F-B4FB-55BF-C0AC-608045601A8C,-97.0,742084440.607822
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084440.707062
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742084440.948263
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742084441.092774
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742084441.49616
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084441.709553
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742084441.771231
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084441.909577
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084442.031099
Hallway,584E0854-B480-2B8F-47B3-6C5D118B94A6,-67.0,742084442.16508
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084442.176842
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742084442.228148
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084442.690108
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084442.697946
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084442.810191
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084442.944436
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084443.070079
Hallway,767B7B8B-5B66-F187-5E3F-2D91165B7273,-86.0,742084443.177592
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084443.612973
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084443.736541
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084444.029936
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742084444.261918
Hallway,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742084444.272221
Kitchen,A37C1D23-92BB-B847-8018-C22651E46D48,-70.0,742084453.024988
Kitchen,F0E4C4E0-A39C-12A0-6A9E-7556B634634D,-86.0,742084453.050824
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742084453.055447
Kitchen,A958925A-1392-C100-BAC0-B4FF0EB2B292,-66.0,742084453.066012
Kitchen,DB047FFD-D211-EDF3-345E-1FE933920DC2,-72.0,742084453.069569
Kitchen,C89F2066-D85B-7A21-E292-A1735A30A295,-77.0,742084453.072955
Kitchen,216D23F7-E6A1-7727-A3D5-91C76258F327,-67.0,742084453.080952
Kitchen,AB8FA414-1C59-7DE7-F7EF-87C6CF2A303B,-67.0,742084453.084245
Kitchen,38D9F6F6-ACB4-3B9E-F0F3-5DA8FABF46B7,-73.0,742084453.088818
Kitchen,767B7B8B-5B66-F187-5E3F-2D91165B7273,-77.0,742084453.093118
Kitchen,767B7B8B-5B66-F187-5E3F-2D91165B7273,-77.0,742084453.095565
Kitchen,E834AAA0-5049-34E4-BFCA-2D38C282CC37,-78.0,742084453.112946
Kitchen,584E0854-B480-2B8F-47B3-6C5D118B94A6,-55.0,742084453.131818
Kitchen,91F49612-0B04-8734-990E-1CCADCBB1AF8,-66.0,742084453.138822
Kitchen,F5B8633B-9087-58B4-B54B-4C32C6CA70A5,-95.0,742084453.143887
Kitchen,60F91619-FBB3-917F-ACC8-8D69D8F59E5D,-86.0,742084453.143943
Kitchen,439088BA-AB72-D747-C574-BAAE3D8EEA42,-74.0,742084453.161132
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742084453.17723
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-71.0,742084453.1828
Kitchen,CDC3419C-863A-D4EB-AD61-3FA87F76D7B2,-72.0,742084453.206465
Kitchen,EA40B57C-5195-B26D-3C8B-C70B02313681,-73.0,742084453.210636
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742084453.235084
Kitchen,B0C4F98E-F9D4-1338-30FF-8CF04C2C66D6,-70.0,742084453.244129
Kitchen,6F0C67B0-EE52-C6F1-2592-0AE4B3ED61B1,-70.0,742084453.260076
Kitchen,DD2D3B1C-1189-A6C3-F8D3-FA61CFF3E17A,-69.0,742084453.263882
Kitchen,C515D8FF-1F70-7262-0C58-1A988AD33B43,-48.0,742084453.283842
Kitchen,11FE69C7-7DD2-13AF-1493-7B63E92D5B0D,-40.0,742084453.28829
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742084453.313695
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742084453.320951
Kitchen,0D8A53BC-8C13-4F34-1024-D25F0A7DEBFE,-77.0,742084453.381952
Kitchen,8F84943B-DB57-68A0-1E06-5C4D8213961D,-91.0,742084453.42058
Kitchen,07DD3ACF-12CA-BC5C-AB7A-96A5031B53B8,-95.0,742084453.542767
Kitchen,F6EE7211-D61A-3F9A-4F83-C0D414EEFFF0,-86.0,742084453.550678
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084453.566408
Kitchen,E961CEAF-9981-8E9A-12F1-7B3693583246,-96.0,742084453.572525
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-89.0,742084453.579495
Kitchen,C664414A-F7D4-BD2E-0D7C-C514194D85F0,-81.0,742084453.579585
Kitchen,4468381F-9D7E-67F5-6AB9-D302F8CA60A6,-71.0,742084453.640246
Kitchen,73F9C92F-340B-CA83-81CB-897AF5315FF8,-72.0,742084453.665166
Kitchen,8FAEB052-9E7A-078A-C55A-84B24C67A580,-94.0,742084453.724004
Kitchen,90662E08-A022-5AF1-06DE-12926F210458,-79.0,742084453.751653
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084453.949136
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742084454.095901
Kitchen,767B7B8B-5B66-F187-5E3F-2D91165B7273,-87.0,742084454.143891
Kitchen,A765EF6B-4DA8-6363-4CE2-8470D5853458,-95.0,742084454.229197
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742084454.349848
Kitchen,B678F16D-CF53-653C-9EFB-DAFB8EC4E47F,-86.0,742084454.384258
Kitchen,2519C39F-8C09-AE13-E859-54BAD0C1725B,-86.0,742084454.391979
Kitchen,9585A0D0-1BDE-07A5-E45A-B6CB4272B422,-94.0,742084454.459629
Kitchen,E4D047CD-8877-F22A-8643-C5A756527FC4,-84.0,742084454.467041
Kitchen,66015E8F-7230-1CC2-D958-45CB11E569F5,-90.0,742084454.607974
Kitchen,26B7947C-D478-BF76-4904-73EF185C635E,-82.0,742084454.616583
Kitchen,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742084454.644428
Kitchen,81488ECC-4708-C2C5-FDF4-87F8A98ECA95,-80.0,742084454.707681
Kitchen,05E41F49-FD25-6606-4BB1-52DA9FBF5637,-82.0,742084454.803778
Kitchen,1DE19AA8-8F19-DBBE-53C5-5D7C3F46FE8D,-53.0,742084454.885849
Kitchen,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742084455.204806
