room,id,rssi,time,name
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-65.0,742178686.287469,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742178686.578684,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742178686.879499,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-68.0,742178687.172959,
Office,9453353B-9D28-7343-58AE-43D1B038A55C,-90.0,742178687.417118,
Office,4CB1881F-F9CE-AE99-3A1A-7AE1F8A29795,-87.0,742178688.01793,SF Home
Office,4CB1881F-F9CE-AE99-3A1A-7AE1F8A29795,-87.0,742178688.027669,SF Home
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742178688.083431,
Office,4CB1881F-F9CE-AE99-3A1A-7AE1F8A29795,-93.0,742178688.429355,SF Home
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-69.0,742178688.525245,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-94.0,742178688.61769,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-65.0,742178688.686116,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742178689.275523,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742178689.2883,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-88.0,742178689.353486,Maliha’s Room
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-89.0,742178689.716754,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-68.0,742178689.875124,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-82.0,742178690.771417,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742178690.782146,
Office,1BB5759E-5ED6-F3DE-EF50-CAB84C16FB95,-97.0,742178690.886181,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178691.077372,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-76.0,742178691.088089,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742178691.373542,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742178691.382224,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178692.576992,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178692.589933,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742178692.629462,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742178692.876733,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742178692.889504,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-89.0,742178693.001262,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178693.475598,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-74.0,742178693.488989,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742178693.627812,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742178693.640687,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-85.0,742178694.042358,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742178694.074159,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742178694.224998,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742178694.670116,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742178694.824403,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742178694.833868,
Office,7487F823-D7B3-ACFA-FA40-39F4859E0C82,-97.0,742178695.952645,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-88.0,742178696.360355,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742178696.478762,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-93.0,742178696.781641,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178696.848496,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742178697.084001,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-75.0,742178697.524907,
Office,689EA120-538F-0BF7-B6CD-EFCA2E0BC5D4,-69.0,742178697.689382,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-91.0,742178697.793783,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-70.0,742178698.035061,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-68.0,742178698.154789,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-73.0,742178698.210375,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-86.0,742178698.692711,
Office,64303B1C-8176-15D6-E44C-8C5F34BA7D2E,-57.0,742178698.838687,Brayden’s AirPods Max
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-84.0,742178698.957418,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-82.0,742178699.591563,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-80.0,742178699.846299,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742178700.04131,
Office,658C24DE-42E0-9D15-4138-36E4D1A913D6,-76.0,742178700.057226,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742178700.081313,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-85.0,742178700.092975,
Office,8643AD23-0698-8D17-FF98-FFBB27094C27,-69.0,742178700.099329,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742178700.373355,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-87.0,742178700.745268,Maliha’s Room
Office,85F13024-5652-E03E-2E07-597C22D91DBD,-67.0,742178700.992707,
Office,609CDA35-592B-8C31-C16D-CF5B9CE50C74,-78.0,742178701.001732,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742178701.279332,
Office,9BA90EF0-7EFD-E22E-7914-4FEFD843D6FB,-88.0,742178701.31596,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-80.0,742178701.874571,
Office,F5458A8B-110D-DF8F-0BBD-B4AE759DA7C6,-97.0,742178702.060511,
Office,3BA5480A-95A6-EDA4-F34F-BFA55590A495,-80.0,742178702.066007,Brayden’s AirPods Pro
Office,59D12E68-7280-11CD-02E4-23067EE13971,-78.0,742178702.073656,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-78.0,742178702.122551,
Office,E27CFCBF-5AB6-43D9-6D47-3700D715394D,-70.0,742178702.175945,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742178702.183368,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-90.0,742178702.186545,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-83.0,742178702.379932,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742178702.479882,
Office,6E96850B-C684-1969-0E36-9D3B0AEB0565,-60.0,742178702.53703,
Office,9E9545F8-906F-5FD2-A067-43A452FC2546,-89.0,742178702.676456,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-86.0,742178702.860842,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-83.0,742178703.441389,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-90.0,742178703.807006,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-87.0,742178703.974549,
Office,711419FF-C116-F3D4-163B-1A0C19852CCE,-98.0,742178704.06188,
Office,FDFCAB61-50FD-F3E5-D898-B3CC45097F8B,-80.0,742178704.159383,
Office,689EA120-538F-0BF7-B6CD-EFCA2E0BC5D4,-84.0,742178704.168859,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-91.0,742178704.580038,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-88.0,742178704.813449,Maliha’s Room
Office,7AC24B9E-EE18-9555-0E87-170FDE548EE2,-99.0,742178705.154983,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742178706.123514,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-93.0,742178706.142479,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742178706.257313,
Office,21882656-D8E8-798C-147D-A84E9F5B8726,-96.0,742178706.499839,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742178707.031217,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-77.0,742178707.284634,
Office,689EA120-538F-0BF7-B6CD-EFCA2E0BC5D4,-65.0,742178707.99934,
Office,148880F7-A653-6666-A458-7783057A86D6,-93.0,742178708.114561,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-92.0,742178708.71593,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-92.0,742178709.899208,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-93.0,742178710.077104,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-95.0,742178710.145862,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-96.0,742178710.572327,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-92.0,742178710.939396,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-96.0,742178711.650739,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-81.0,742178711.89008,
Office,9453353B-9D28-7343-58AE-43D1B038A55C,-90.0,742178711.956921,
Office,689EA120-538F-0BF7-B6CD-EFCA2E0BC5D4,-84.0,742178712.015998,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-79.0,742178712.212278,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-84.0,742178712.414189,
Office,767B7B8B-5B66-F187-5E3F-2D91165B7273,-88.0,742178712.897674,Maliha’s Room
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-95.0,742178712.973139,
Office,94CE6244-F55B-5A57-E0D3-400D3E564F48,-93.0,742178712.983697,
Office,48E8E8ED-E1C2-4930-BB0F-F12CA784B697,-92.0,742178713.343201,
